Country Name,Country Code,Series Name,Series Code,2021 [YR2021]
Austria,AUT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.185215
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,5408.04535175023
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.999
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.65029912708779
Azerbaijan,AZE,Population growth (annual %),SP.POP.GROW,0.441197735816311
Azerbaijan,AZE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,91.4106367606057
Azerbaijan,AZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.68526697
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,30367.8605757708
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.752
"Bahamas, The",BHS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.90491262928478
"Bahamas, The",BHS,Population growth (annual %),SP.POP.GROW,0.128749531818761
"Bahamas, The",BHS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,72.6381880061026
"Bahamas, The",BHS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.78537178
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,27147.8083882286
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.083
Bahrain,BHR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.60631938514085
Bahrain,BHR,Population growth (annual %),SP.POP.GROW,2.16102845934147
Bahrain,BHR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Bahrain,BHR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.32771444
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,2482.84917843357
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.103
Bangladesh,BGD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.54565430773473
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,0.814977993693211
Bangladesh,BGD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,66.8282318620991
Bangladesh,BGD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.26678729
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,21079.6145271791
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.58
Barbados,BRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Barbados,BRB,Population growth (annual %),SP.POP.GROW,0.159263661079578
Barbados,BRB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.569473266602
Barbados,BRB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.4427762
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,7489.71894713888
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.0714634146342
Belarus,BLR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.46028389623106
Belarus,BLR,Population growth (annual %),SP.POP.GROW,-0.82823272086807
Belarus,BLR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,100.42063921059
Belarus,BLR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.56549978
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,51658.238294958
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.790243902439
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.44024851144084
Belgium,BEL,Population growth (annual %),SP.POP.GROW,0.411601996532257
Belgium,BEL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,143.163513183594
Belgium,BEL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.28825092
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,6142.98930557031
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.917
Belize,BLZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.23563659237071
Belize,BLZ,Population growth (annual %),SP.POP.GROW,1.1534704907648
Belize,BLZ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,88.8215546932903
Belize,BLZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.04598379
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1318.65158075198
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.61
Benin,BEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.73353962694036
Benin,BEN,Population growth (annual %),SP.POP.GROW,2.59230167510348
Benin,BEN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,44.2737998962402
Benin,BEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.91589761
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,112765.08167306
Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.745
Bermuda,BMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Bermuda,BMU,Population growth (annual %),SP.POP.GROW,0.412307799470137
Bermuda,BMU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Bermuda,BMU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,3570.61257980872
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.448
Bhutan,BTN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.3468144053353
Bhutan,BTN,Population growth (annual %),SP.POP.GROW,0.703488233671584
Bhutan,BTN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,92.5248380307052
Bhutan,BTN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.78581429
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,4010.76053686204
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.427
Bolivia,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.737383721452275
Bolivia,BOL,Population growth (annual %),SP.POP.GROW,1.01931284088344
Bolivia,BOL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,90.4144137410078
Bolivia,BOL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.16016769
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,7295.34378682258
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.567
Bosnia and Herzegovina,BIH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.98163900587622
Bosnia and Herzegovina,BIH,Population growth (annual %),SP.POP.GROW,-1.66384860150923
Bosnia and Herzegovina,BIH,"School enrollment, secondary (% gross)",SE.SEC.ENRR,85.6761474609375
Bosnia and Herzegovina,BIH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.55514336
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,7807.88794570471
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.303
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.24097765588442
Botswana,BWA,Population growth (annual %),SP.POP.GROW,1.49130106425067
Botswana,BWA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,70.6292572021484
Botswana,BWA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.30315065
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,7972.53696080695
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.038
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.30165975585673
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.425360907216456
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,106.651893615723
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.63646507
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.297
British Virgin Islands,VGB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
British Virgin Islands,VGB,Population growth (annual %),SP.POP.GROW,1.79872484022046
British Virgin Islands,VGB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,75.2016129032258
British Virgin Islands,VGB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,31006.9636289785
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.869
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.73341388450593
Brunei Darussalam,BRN,Population growth (annual %),SP.POP.GROW,0.96027430523198
Brunei Darussalam,BRN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,89.5956009698649
Brunei Darussalam,BRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.14748693
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,12966.1457543396
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2121951219512
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.29774435299515
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,-0.664652622488209
Bulgaria,BGR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,98.7087631225586
Bulgaria,BGR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.58048916
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,895.535288442991
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.046
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.65326761825509
Burkina Faso,BFA,Population growth (annual %),SP.POP.GROW,2.37649218888363
Burkina Faso,BFA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,38.1480312365517
Burkina Faso,BFA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.08691931
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,264.980379269655
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.101
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.40453845076341
Burundi,BDI,Population growth (annual %),SP.POP.GROW,2.72425539520386
Burundi,BDI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Burundi,BDI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.94190311
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,3971.44409203423
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.424
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.86215297494647
Cabo Verde,CPV,Population growth (annual %),SP.POP.GROW,0.38203217521266
Cabo Verde,CPV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,97.0059250429478
Cabo Verde,CPV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.60773611
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,2167.40324198499
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.301
Cambodia,KHM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.92073477592949
Cambodia,KHM,Population growth (annual %),SP.POP.GROW,1.47677836241244
Cambodia,KHM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,54.2809323078227
Cambodia,KHM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.33888054
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1672.32657340872
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.146
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.27185762503637
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,2.65496076580698
Cameroon,CMR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,45.5255767078224
Cameroon,CMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.34109783
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,52886.6616372703
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.5168292682927
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.39519318527528
Canada,CAN,Population growth (annual %),SP.POP.GROW,0.553902422386893
Canada,CAN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,108.337341308594
Canada,CAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.38106632
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,86449.6749037302
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.3
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Cayman Islands,CYM,Population growth (annual %),SP.POP.GROW,2.05206347593734
Cayman Islands,CYM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,85.4616444648599
Cayman Islands,CYM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,492.263142830507
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.279
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.25936417542868
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,1.68608971248183
Central African Republic,CAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Central African Republic,CAF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.15097523
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,946.358500208374
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.136
Chad,TCD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.77284437035914
Chad,TCD,Population growth (annual %),SP.POP.GROW,3.44423869357111
Chad,TCD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,23.1541767734797
Chad,TCD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.9722333
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,66915.3963925722
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.3
Channel Islands,CHI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Channel Islands,CHI,Population growth (annual %),SP.POP.GROW,0.30392604241618
Channel Islands,CHI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Channel Islands,CHI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,16206.8325493421
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.876
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.52456838259144
Chile,CHL,Population growth (annual %),SP.POP.GROW,0.441498091207504
Chile,CHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,106.673522949219
Chile,CHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.72450161
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,12887.4357242941
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.117
China,CHN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.981015135544882
China,CHN,Population growth (annual %),SP.POP.GROW,0.0892522000412526
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
China,CHN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.25590324
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,6222.62164397614
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.698
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.49505757399448
Colombia,COL,Population growth (annual %),SP.POP.GROW,1.09642825395961
Colombia,COL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,102.987998962402
Colombia,COL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.14150524
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,1554.97289190153
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.201
Comoros,COM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.00441793682346988
Comoros,COM,Population growth (annual %),SP.POP.GROW,1.97631988078353
Comoros,COM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Comoros,COM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.46315002
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,595.743074403567
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.044
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
"Congo, Dem. Rep.",COD,Population growth (annual %),SP.POP.GROW,3.23790848096045
"Congo, Dem. Rep.",COD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,55.3636283874512
"Congo, Dem. Rep.",COD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.86727977
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2516.16255145432
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.192
"Congo, Rep.",COG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.7156427545126
"Congo, Rep.",COG,Population growth (annual %),SP.POP.GROW,2.39414288318435
"Congo, Rep.",COG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
"Congo, Rep.",COG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.46133351
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,12838.1185358931
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.05
Costa Rica,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.72647755109241
Costa Rica,CRI,Population growth (annual %),SP.POP.GROW,0.508564932290693
Costa Rica,CRI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,138.903381347656
Costa Rica,CRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.61130476
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,2455.98127641148
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.29
Cote d'Ivoire,CIV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.15919657911798
Cote d'Ivoire,CIV,Population growth (annual %),SP.POP.GROW,2.47398737434864
Cote d'Ivoire,CIV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,57.135967003236
Cote d'Ivoire,CIV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.76207662
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,17788.7865816658
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.4243902439025
Croatia,HRV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.55450699642041
Croatia,HRV,Population growth (annual %),SP.POP.GROW,-0.904000889163613
Croatia,HRV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,105.876342773438
Croatia,HRV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.08265686
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.201
Cuba,CUB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Cuba,CUB,Population growth (annual %),SP.POP.GROW,-0.486006262271645
Cuba,CUB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,100.016181545784
Cuba,CUB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,13.78746605
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,17795.5826616182
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.686
Curacao,CUW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Curacao,CUW,Population growth (annual %),SP.POP.GROW,-0.991508623687595
Curacao,CUW,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Curacao,CUW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,32937.83984375
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.573
Cyprus,CYP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.44608867175474
Cyprus,CYP,Population growth (annual %),SP.POP.GROW,1.1499785451605
Cyprus,CYP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,102.499496459961
